ano_eje;sec_ejec;pliego;ejecutora;sec_func;programa;prod_pry;act_ai_obra;funcion;division_func;grupo_func;meta;finalidad;unidad_medida;cantidad;departamento;provincia;distrito;origen;fuente_financ_agregada;fuente_financ;tipo_recurso;categ_gasto;tipo_transaccion;generica;subgenerica;subgenerica_det;especifica;especifica_det;presupuesto;modificacion;pim;m01;m02;m03;m04;m05;m06;m07;m08;m09;m10;m11;m12;total_prog;saldo;porcentaje;compromiso;certificado;devengado;girado;pagado;calendario
2021;301280;000;031;0001;0001;3033251;5005983;20;043;0095;00001;0215059;00056;360;15;01;31;;1;;;5;2;3; 2; 7; 5; 9;68173;-38248;29925;0;0;0;0;0;0;0;0;0;0;0;0;0;29925;0;11439;11439;11439;11439;11439;0
2021;301280;000;031;0001;0001;3033251;5005983;20;043;0095;00001;0215059;00056;360;15;01;31;;1;;;5;2;3; 1; 5; 1; 2;0;3528;3528;0;0;0;0;0;0;0;0;0;0;0;0;0;3528;0;3475.54;3527.93;3475.54;3475.54;3403.54;0
2021;301280;000;031;0001;0001;3033251;5005983;20;043;0095;00001;0215059;00056;360;15;01;31;;1;;;5;2;3; 2; 7;11; 6;0;3575;3575;0;0;0;0;0;0;0;0;0;0;0;0;0;3575;0;3573.6;3573.6;3573.57;899.97;899.97;0
2021;301280;000;031;0001;0001;3033251;5005983;20;043;0095;00001;0215059;00056;360;15;01;31;;1;;;5;2;3; 2; 9; 1; 1;0;31145;31145;0;0;0;0;0;0;0;0;0;0;0;0;0;31145;0;28875;28875;28875;28875;28875;0
2021;301280;000;031;0002;0016;3000669;5005159;23;051;0115;00001;0136043;00086;120;15;01;31;;1;;;5;2;2; 2; 3; 1; 1;52598;0;52598;0;0;0;0;0;0;0;0;0;0;0;0;0;52598;0;48565.89;48764.13;48565.89;30616.65;30549.65;0
2021;301280;000;031;0067;9002;3999999;5001059;23;051;0115;00001;0001496;00101;143810;15;01;31;;1;;;5;2;2; 2; 3; 1; 1;67027;0;67027;0;0;0;0;0;0;0;0;0;0;0;0;0;67027;0;67024.28;67024.28;67024.28;67024.28;67024.28;0
2021;301280;000;031;0105;9002;3999999;5006269;23;051;0114;00001;0290093;00010;3228;15;01;31;;1;;;5;2;3; 2; 7; 5; 9;0;8250;8250;0;0;0;0;0;0;0;0;0;0;0;0;0;8250;0;8250;8250;8250;8250;8250;0
2021;301280;000;031;0105;9002;3999999;5006269;23;051;0114;00001;0290093;00010;3228;15;01;31;;1;;;5;2;3; 2; 7;11;99;0;4500;4500;0;0;0;0;0;0;0;0;0;0;0;0;0;4500;0;4500;4500;4500;4500;4500;0
2021;301280;000;031;0116;9002;3999999;5006373;03;004;0005;00001;0316055;00010;1047;15;01;31;;1;;;5;2;1; 1; 9; 3;10;0;5250;5250;0;0;0;0;0;0;0;0;0;0;0;0;0;5250;0;5250;5250;5250;5250;5250;0
2021;301280;000;031;0116;9002;3999999;5006373;03;004;0005;00001;0316055;00010;1047;15;01;31;;1;;;5;2;3; 2; 8; 1; 8;0;214620;214620;0;0;0;0;0;0;0;0;0;0;0;0;0;214620;0;214620;214620;214620;214620;214620;0
2021;301280;000;031;0041;9002;2019373;4000075;15;036;0074;00001;0006667;00001;6;15;01;31;;5;;;6;2;6; 2; 3; 2; 3;34698049;-34698049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;301280;000;031;0042;9002;2325535;4000161;05;014;0031;00001;0023858;00612;1;15;01;31;;5;;;6;2;6; 2; 2; 6; 2;0;6900160;6900160;0;0;0;0;0;0;0;0;0;0;0;0;0;6900160;0;1705451;3322459.06;380557.92;380557.92;380557.92;0
2021;301280;000;031;0076;9002;2154450;4000219;19;041;0090;00001;0001508;00081;1;15;01;31;;5;;;6;2;6; 2; 3; 2; 3;0;271125;271125;0;0;0;0;0;0;0;0;0;0;0;0;0;271125;0;271122.83;271122.83;271122.54;271122.54;197384.05;0
2021;301280;000;031;0076;9002;2154450;4000219;19;041;0090;00001;0001508;00081;1;15;01;31;;5;;;6;2;6; 8; 1; 4; 3;0;159974;159974;0;0;0;0;0;0;0;0;0;0;0;0;0;159974;0;159973.49;159973.49;159973.49;159973.49;44698.53;0
2021;301280;000;031;0081;9002;2352592;4000172;08;021;0043;00001;0032909;00036;1;15;01;31;;5;;;6;2;6; 2; 2; 6; 2;0;1242377;1242377;0;0;0;0;0;0;0;0;0;0;0;0;0;1242377;0;1233196;1233196;1202560.46;623687.92;239732.39;0
2021;301280;000;031;0083;0068;2189417;4000124;05;016;0035;00001;0139160;00042;1;15;01;31;;5;;;6;2;6; 3; 2; 9;99;0;51223;51223;0;0;0;0;0;0;0;0;0;0;0;0;0;51223;0;47372;51222.53;46400;46400;46400;0
2021;301280;000;031;0097;9002;2495813;4000044;17;055;0125;00001;0005064;00036;2;15;01;31;;5;;;6;2;6; 3; 2; 9;99;0;412882;412882;0;0;0;0;0;0;0;0;0;0;0;0;0;412882;0;151040;377640;151040;151040;0;0
2021;301280;000;031;0099;9002;2478172;4000166;21;046;0102;00001;0012779;00054;1;15;01;31;;5;;;6;2;6; 8; 1; 3; 1;0;33950;33950;0;0;0;0;0;0;0;0;0;0;0;0;0;33950;0;33950;33950;11950;11950;11950;0
2021;301280;000;031;0111;9002;2504476;6000007;03;006;0010;00001;0014245;00421;8;15;01;31;;5;;;6;2;6; 3; 1; 1; 1;0;889019;889019;0;0;0;0;0;0;0;0;0;0;0;0;0;889019;0;876544;876544;876544;876544;876544;0
2021;301280;000;031;0112;9002;2519904;6000019;20;044;0096;00001;0012933;00421;2;15;01;31;;5;;;6;2;6; 8; 1; 3; 1;0;9980;9980;0;0;0;0;0;0;0;0;0;0;0;0;0;9980;0;9980;9980;9980;9980;9980;0
2021;301280;000;031;0112;9002;2519904;6000019;20;044;0096;00001;0012933;00421;2;15;01;31;;5;;;6;2;6; 3; 1; 1; 1;0;678940;678940;0;0;0;0;0;0;0;0;0;0;0;0;0;678940;0;226500;678940;226500;226500;226500;0
2021;301280;000;031;0112;9002;2519904;6000019;20;044;0096;00001;0012933;00421;2;15;01;31;;5;;;6;2;6; 8; 1; 4; 3;0;5017;5017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;301280;000;031;0112;9002;2519904;6000019;20;044;0096;00001;0012933;00421;2;15;01;31;;5;;;6;2;6; 2; 3;99; 2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
2021;301280;000;031;0003;0030;3000355;5004156;05;014;0031;00001;0106645;00520;5;15;01;31;;5;;;5;2;1; 1; 9; 3; 1;0;22505;22505;0;0;0;0;0;0;0;0;0;0;0;0;0;22505;0;22504.25;22504.25;22504.25;0;0;0
2021;301280;000;031;0004;0030;3000356;5004167;05;014;0031;00001;0106656;00446;12;15;01;31;;5;;;5;2;5; 4; 3; 2; 1;0;776;776;0;0;0;0;0;0;0;0;0;0;0;0;0;776;0;697.68;697.68;697.68;697.68;0;0
2021;301280;000;031;0011;0068;3000734;5005561;05;016;0036;00001;0160777;00583;2;15;01;31;;5;;;5;2;3; 2; 9; 1; 1;0;1198;1198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;301280;000;031;0011;0068;3000734;5005561;05;016;0036;00001;0160777;00583;2;15;01;31;;5;;;5;2;3; 2; 7;11;99;0;63602;63602;0;0;0;0;0;0;0;0;0;0;0;0;0;63602;0;62455;62455;62455;62455;0;0
2021;301280;000;031;0013;0068;3000734;5005612;05;016;0036;00001;0160879;00248;12;15;01;31;;5;;;5;2;3; 2; 9; 1; 1;0;53100;53100;0;0;0;0;0;0;0;0;0;0;0;0;0;53100;0;53100;53100;53100;53100;0;0
2021;301280;000;031;0015;0068;3000736;5005568;19;016;0035;00001;0160784;00063;342;15;01;31;;5;;;5;2;3; 2; 8; 1; 2;0;218;218;0;0;0;0;0;0;0;0;0;0;0;0;0;218;0;217.8;217.8;217.8;217.8;0;0
2021;301280;000;031;0015;0068;3000736;5005568;19;016;0035;00001;0160784;00063;342;15;01;31;;5;;;5;2;3; 2; 8; 1; 5;0;10909;10909;0;0;0;0;0;0;0;0;0;0;0;0;0;10909;0;10908.33;10908.33;10908.33;10908.33;0;0
2021;301280;000;031;0019;9001;3999999;5000001;03;004;0005;00001;0000576;00036;111;15;01;31;;5;;;5;2;3; 1;99; 1;99;59175;-58530;645;0;0;0;0;0;0;0;0;0;0;0;0;0;645;0;425;425;425;425;0;0
2021;301280;000;031;0019;9001;3999999;5000001;03;004;0005;00001;0000576;00036;111;15;01;31;;5;;;5;2;3; 2; 8; 1; 1;630000;-110666;519334;0;0;0;0;0;0;0;0;0;0;0;0;0;519334;0;519333.32;519333.32;519333.32;519333.32;0;0
2021;301280;000;031;0019;9001;3999999;5000001;03;004;0005;00001;0000576;00036;111;15;01;31;;5;;;5;2;3; 2; 8; 1; 2;15682;-1960;13722;0;0;0;0;0;0;0;0;0;0;0;0;0;13722;0;13721.4;13721.4;12543.75;11454.75;0;0
2021;301280;000;031;0019;9001;3999999;5000001;03;004;0005;00001;0000576;00036;111;15;01;31;;5;;;5;2;3; 2; 8; 1; 4;3600;-600;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;3000;0;3000;3000;3000;2700;0;0
2021;301280;000;031;0019;9001;3999999;5000001;03;004;0005;00001;0000576;00036;111;15;01;31;;5;;;5;2;3; 2; 7;11;99;0;15888;15888;0;0;0;0;0;0;0;0;0;0;0;0;0;15888;0;120;120;120;120;0;0
2021;301280;000;031;0019;9001;3999999;5000001;03;004;0005;00001;0000576;00036;111;15;01;31;;5;;;5;2;3; 1; 5; 1; 2;0;340;340;0;0;0;0;0;0;0;0;0;0;0;0;0;340;0;260;260;260;260;0;0
2021;301280;000;031;0019;9001;3999999;5000001;03;004;0005;00001;0000576;00036;111;15;01;31;;5;;;5;2;3; 2; 1; 2;99;0;140;140;0;0;0;0;0;0;0;0;0;0;0;0;0;140;0;139;139;139;139;0;0
2021;301280;000;031;0019;9001;3999999;5000001;03;004;0005;00001;0000576;00036;111;15;01;31;;5;;;5;2;3; 1; 5; 1; 1;0;494;494;0;0;0;0;0;0;0;0;0;0;0;0;0;494;0;493.43;493.43;493.43;493.43;0;0
2021;301280;000;031;0019;9001;3999999;5000001;03;004;0005;00001;0000576;00036;111;15;01;31;;5;;;5;2;3; 1; 1; 1; 1;0;676;676;0;0;0;0;0;0;0;0;0;0;0;0;0;676;0;595.5;595.5;595.5;595.5;0;0
2021;301280;000;031;0019;9001;3999999;5000001;03;004;0005;00001;0000576;00036;111;15;01;31;;5;;;5;2;3; 2; 8; 1; 5;0;8917;8917;0;0;0;0;0;0;0;0;0;0;0;0;0;8917;0;8916.67;8916.67;8916.67;8916.67;0;0
2021;301280;000;031;0019;9001;3999999;5000001;03;004;0005;00001;0000576;00036;111;15;01;31;;5;;;5;2;3; 1; 8; 1; 2;0;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;100;100;100;0;0
2021;301280;000;031;0019;9001;3999999;5000001;03;004;0005;00001;0000576;00036;111;15;01;31;;5;;;5;2;3; 1; 5; 3; 1;0;153;153;0;0;0;0;0;0;0;0;0;0;0;0;0;153;0;102.3;102.3;102.3;102.3;0;0
2021;301280;000;031;0019;9001;3999999;5000001;03;004;0005;00001;0000576;00036;111;15;01;31;;5;;;5;2;3; 1; 8; 2; 1;0;220;220;0;0;0;0;0;0;0;0;0;0;0;0;0;220;0;170;170;170;170;0;0
2021;301280;000;031;0019;9001;3999999;5000001;03;004;0005;00001;0000576;00036;111;15;01;31;;5;;;5;2;1; 1; 1; 1; 2;48601;0;48601;0;0;0;0;0;0;0;0;0;0;0;0;0;48601;0;48600.36;48600.36;48600.32;48600.32;0;0
2021;301280;000;031;0019;9001;3999999;5000001;03;004;0005;00001;0000576;00036;111;15;01;31;;5;;;5;2;1; 1; 9; 1; 2;8101;0;8101;0;0;0;0;0;0;0;0;0;0;0;0;0;8101;0;8100.06;8100.06;8100.06;8100.06;0;0
2021;301280;000;031;0019;9001;3999999;5000001;03;004;0005;00001;0000576;00036;111;15;01;31;;5;;;5;2;1; 1; 9; 1; 3;4051;0;4051;0;0;0;0;0;0;0;0;0;0;0;0;0;4051;0;4050.03;4050.03;4050.03;4050.03;0;0
2021;301280;000;031;0019;9001;3999999;5000001;03;004;0005;00001;0000576;00036;111;15;01;31;;5;;;5;2;1; 1; 9; 3; 1;20251;0;20251;0;0;0;0;0;0;0;0;0;0;0;0;0;20251;0;20250.15;20250.15;20250.15;20250.15;0;0
2021;301280;000;031;0019;9001;3999999;5000001;03;004;0005;00001;0000576;00036;111;15;01;31;;5;;;5;2;1; 3; 1; 1; 5;4076;0;4076;0;0;0;0;0;0;0;0;0;0;0;0;0;4076;0;4075.56;4075.56;3992.27;3652.64;0;0
2021;301280;000;031;0019;9001;3999999;5000001;03;004;0005;00001;0000576;00036;111;15;01;31;;5;;;5;2;3; 2; 9; 1; 1;10000;10000;20000;0;0;0;0;0;0;0;0;0;0;0;0;0;20000;0;20000;20000;20000;20000;0;0
2021;301280;000;031;0020;9001;3999999;5000001;03;004;0005;00002;0023925;00036;52;15;01;31;;5;;;5;2;3; 1;99; 1;99;88836;-88596;240;0;0;0;0;0;0;0;0;0;0;0;0;0;240;0;120;120;120;120;0;0
2021;301280;000;031;0020;9001;3999999;5000001;03;004;0005;00002;0023925;00036;52;15;01;31;;5;;;5;2;3; 2; 8; 1; 1;636000;0;636000;0;0;0;0;0;0;0;0;0;0;0;0;0;636000;0;636000;636000;636000;636000;0;0
2021;301280;000;031;0020;9001;3999999;5000001;03;004;0005;00002;0023925;00036;52;15;01;31;;5;;;5;2;3; 2; 8; 1; 2;18296;217;18513;0;0;0;0;0;0;0;0;0;0;0;0;0;18513;0;18513;18513;16791.71;15484.91;0;0
2021;301280;000;031;0020;9001;3999999;5000001;03;004;0005;00002;0023925;00036;52;15;01;31;;5;;;5;2;3; 2; 8; 1; 4;4200;-153;4047;0;0;0;0;0;0;0;0;0;0;0;0;0;4047;0;3746.62;3746.62;3746.62;3446.62;0;0
2021;301280;000;031;0020;9001;3999999;5000001;03;004;0005;00002;0023925;00036;52;15;01;31;;5;;;5;2;3; 2; 9; 1; 1;9000;-425;8575;0;0;0;0;0;0;0;0;0;0;0;0;0;8575;0;4000;4000;4000;4000;0;0
2021;301280;000;031;0020;9001;3999999;5000001;03;004;0005;00002;0023925;00036;52;15;01;31;;5;;;5;2;3; 1; 5; 1; 2;0;209;209;0;0;0;0;0;0;0;0;0;0;0;0;0;209;0;209;209;209;209;0;0
2021;301280;000;031;0020;9001;3999999;5000001;03;004;0005;00002;0023925;00036;52;15;01;31;;5;;;5;2;3; 2; 7;10;99;0;520;520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;301280;000;031;0020;9001;3999999;5000001;03;004;0005;00002;0023925;00036;52;15;01;31;;5;;;5;2;3; 2; 7;11;99;0;4498;4498;0;0;0;0;0;0;0;0;0;0;0;0;0;4498;0;3786.67;3786.67;3786.67;3786.67;0;0
2021;301280;000;031;0020;9001;3999999;5000001;03;004;0005;00002;0023925;00036;52;15;01;31;;5;;;6;2;6; 6; 1; 3; 2;0;9912;9912;0;0;0;0;0;0;0;0;0;0;0;0;0;9912;0;9912;9912;9912;0;0;0
2021;301280;000;031;0020;9001;3999999;5000001;03;004;0005;00002;0023925;00036;52;15;01;31;;5;;;5;2;3; 1; 1; 1; 1;0;839;839;0;0;0;0;0;0;0;0;0;0;0;0;0;839;0;733.65;733.65;733.65;733.65;0;0
2021;301280;000;031;0020;9001;3999999;5000001;03;004;0005;00002;0023925;00036;52;15;01;31;;5;;;5;2;3; 2; 1; 2;99;0;698;698;0;0;0;0;0;0;0;0;0;0;0;0;0;698;0;623;623;623;623;0;0
2021;301280;000;031;0020;9001;3999999;5000001;03;004;0005;00002;0023925;00036;52;15;01;31;;5;;;5;2;3; 1; 5; 1; 1;0;629;629;0;0;0;0;0;0;0;0;0;0;0;0;0;629;0;129;129;129;129;0;0
2021;301280;000;031;0020;9001;3999999;5000001;03;004;0005;00002;0023925;00036;52;15;01;31;;5;;;6;2;6; 3; 2; 3; 1;0;7736;7736;0;0;0;0;0;0;0;0;0;0;0;0;0;7736;0;7383.02;7383.02;7383.02;7383.02;0;0
2021;301280;000;031;0020;9001;3999999;5000001;03;004;0005;00002;0023925;00036;52;15;01;31;;5;;;5;2;3; 2; 8; 1; 5;0;21034;21034;0;0;0;0;0;0;0;0;0;0;0;0;0;21034;0;21033.33;21033.33;21033.33;21033.33;0;0
2021;301280;000;031;0020;9001;3999999;5000001;03;004;0005;00002;0023925;00036;52;15;01;31;;5;;;5;2;3; 1; 5; 3; 1;0;2561;2561;0;0;0;0;0;0;0;0;0;0;0;0;0;2561;0;29.3;29.3;29.3;29.3;0;0
2021;301280;000;031;0020;9001;3999999;5000001;03;004;0005;00002;0023925;00036;52;15;01;31;;5;;;5;2;3; 1; 8; 2; 1;0;320;320;0;0;0;0;0;0;0;0;0;0;0;0;0;320;0;320;320;320;320;0;0
2021;301280;000;031;0020;9001;3999999;5000001;03;004;0005;00002;0023925;00036;52;15;01;31;;5;;;5;2;3; 1; 6; 1; 4;0;375;375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;301280;000;031;0021;9001;3999999;5000001;03;004;0005;00003;0024110;00036;62;15;01;31;;5;;;5;2;3; 1;99; 1;99;73968;-73568;400;0;0;0;0;0;0;0;0;0;0;0;0;0;400;0;120;120;120;120;0;0
2021;301280;000;031;0021;9001;3999999;5000001;03;004;0005;00003;0024110;00036;62;15;01;31;;5;;;5;2;3; 2; 8; 1; 2;13068;436;13504;0;0;0;0;0;0;0;0;0;0;0;0;0;13504;0;13285.8;13285.8;12850.2;11979;0;0
2021;301280;000;031;0021;9001;3999999;5000001;03;004;0005;00003;0024110;00036;62;15;01;31;;5;;;5;2;3; 2; 8; 1; 4;3000;-136;2864;0;0;0;0;0;0;0;0;0;0;0;0;0;2864;0;2563.27;2563.27;2563.27;2563.27;0;0
2021;301280;000;031;0021;9001;3999999;5000001;03;004;0005;00003;0024110;00036;62;15;01;31;;5;;;5;2;3; 2; 9; 1; 1;9000;39500;48500;0;0;0;0;0;0;0;0;0;0;0;0;0;48500;0;48500;48500;48500;48500;0;0
2021;301280;000;031;0021;9001;3999999;5000001;03;004;0005;00003;0024110;00036;62;15;01;31;;5;;;5;2;3; 2; 7; 2; 1;0;43298;43298;0;0;0;0;0;0;0;0;0;0;0;0;0;43298;0;32300;32300;32300;32300;0;0
2021;301280;000;031;0021;9001;3999999;5000001;03;004;0005;00003;0024110;00036;62;15;01;31;;5;;;5;2;3; 2; 7;11;99;0;36140;36140;0;0;0;0;0;0;0;0;0;0;0;0;0;36140;0;35685.6;35685.6;35685.6;35685.6;0;0
2021;301280;000;031;0021;9001;3999999;5000001;03;004;0005;00003;0024110;00036;62;15;01;31;;5;;;5;2;3; 2; 7;13; 9;0;11024;11024;0;0;0;0;0;0;0;0;0;0;0;0;0;11024;0;11023.92;11023.92;11023.91;11023.91;0;0
2021;301280;000;031;0021;9001;3999999;5000001;03;004;0005;00003;0024110;00036;62;15;01;31;;5;;;6;2;6; 6; 1; 3; 2;0;5287;5287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;301280;000;031;0021;9001;3999999;5000001;03;004;0005;00003;0024110;00036;62;15;01;31;;5;;;5;2;3; 1; 5; 1; 2;0;280;280;0;0;0;0;0;0;0;0;0;0;0;0;0;280;0;137.2;137.2;137.2;137.2;0;0
2021;301280;000;031;0021;9001;3999999;5000001;03;004;0005;00003;0024110;00036;62;15;01;31;;5;;;5;2;3; 1; 1; 1; 1;0;671;671;0;0;0;0;0;0;0;0;0;0;0;0;0;671;0;576.14;576.14;576.14;576.14;0;0
2021;301280;000;031;0021;9001;3999999;5000001;03;004;0005;00003;0024110;00036;62;15;01;31;;5;;;5;2;3; 2; 1; 2;99;0;128;128;0;0;0;0;0;0;0;0;0;0;0;0;0;128;0;115;115;115;115;0;0
2021;301280;000;031;0021;9001;3999999;5000001;03;004;0005;00003;0024110;00036;62;15;01;31;;5;;;5;2;3; 2; 8; 1; 5;0;28034;28034;0;0;0;0;0;0;0;0;0;0;0;0;0;28034;0;28033.34;28033.34;28033.34;28033.34;0;0
2021;301280;000;031;0021;9001;3999999;5000001;03;004;0005;00003;0024110;00036;62;15;01;31;;5;;;5;2;3; 1; 5; 3; 1;0;170;170;0;0;0;0;0;0;0;0;0;0;0;0;0;170;0;131;131;131;131;0;0
2021;301280;000;031;0021;9001;3999999;5000001;03;004;0005;00003;0024110;00036;62;15;01;31;;5;;;5;2;3; 1; 8; 1; 2;0;50;50;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;50;50;50;50;0;0
2021;301280;000;031;0021;9001;3999999;5000001;03;004;0005;00003;0024110;00036;62;15;01;31;;5;;;5;2;2; 2; 3; 4; 2;0;3000;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;3000;0;3000;3000;3000;3000;0;0
2021;301280;000;031;0021;9001;3999999;5000001;03;004;0005;00003;0024110;00036;62;15;01;31;;5;;;5;2;3; 1; 8; 2; 1;0;200;200;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;185;185;185;185;0;0
2021;301280;000;031;0021;9001;3999999;5000001;03;004;0005;00003;0024110;00036;62;15;01;31;;5;;;5;2;1; 1; 1; 1; 2;38160;0;38160;0;0;0;0;0;0;0;0;0;0;0;0;0;38160;0;38160;38160;38160;38160;0;0
2021;301280;000;031;0021;9001;3999999;5000001;03;004;0005;00003;0024110;00036;62;15;01;31;;5;;;5;2;1; 1; 9; 1; 2;6360;0;6360;0;0;0;0;0;0;0;0;0;0;0;0;0;6360;0;6360;6360;6360;6360;0;0
2021;301280;000;031;0021;9001;3999999;5000001;03;004;0005;00003;0024110;00036;62;15;01;31;;5;;;5;2;1; 1; 9; 1; 3;3180;0;3180;0;0;0;0;0;0;0;0;0;0;0;0;0;3180;0;3180;3180;3180;3180;0;0
2021;301280;000;031;0021;9001;3999999;5000001;03;004;0005;00003;0024110;00036;62;15;01;31;;5;;;5;2;1; 3; 1; 1; 5;3435;0;3435;0;0;0;0;0;0;0;0;0;0;0;0;0;3435;0;3434.4;3434.4;3434.4;3148.2;0;0
2021;301280;000;031;0021;9001;3999999;5000001;03;004;0005;00003;0024110;00036;62;15;01;31;;5;;;5;2;3; 2; 8; 1; 1;468000;0;468000;0;0;0;0;0;0;0;0;0;0;0;0;0;468000;0;456000;456000;444000;444000;0;0
2021;301280;000;031;0022;9001;3999999;5000002;03;006;0007;00001;0000886;00001;744;15;01;31;;5;;;5;2;3; 1;99; 1;99;332854;-329039;3815;0;0;0;0;0;0;0;0;0;0;0;0;0;3815;0;3289.88;3289.88;3289.88;3289.88;0;0
2021;301280;000;031;0022;9001;3999999;5000002;03;006;0007;00001;0000886;00001;744;15;01;31;;5;;;5;2;3; 2; 8; 1; 1;1000704;-115680;885024;0;0;0;0;0;0;0;0;0;0;0;0;0;885024;0;884809.53;884809.53;884809.53;884809.53;0;0
2021;301280;000;031;0022;9001;3999999;5000002;03;006;0007;00001;0000886;00001;744;15;01;31;;5;;;5;2;3; 2; 8; 1; 2;23523;-1525;21998;0;0;0;0;0;0;0;0;0;0;0;0;0;21998;0;21997.8;21997.8;21997.8;20473.2;0;0
2021;301280;000;031;0022;9001;3999999;5000002;03;006;0007;00001;0000886;00001;744;15;01;31;;5;;;5;2;3; 1; 1; 1; 1;0;12821;12821;0;0;0;0;0;0;0;0;0;0;0;0;0;12821;0;11219.19;11219.19;11219.19;11219.19;0;0
2021;301280;000;031;0022;9001;3999999;5000002;03;006;0007;00001;0000886;00001;744;15;01;31;;5;;;5;2;3; 1; 5; 3; 2;0;703;703;0;0;0;0;0;0;0;0;0;0;0;0;0;703;0;703;703;703;703;0;0
2021;301280;000;031;0022;9001;3999999;5000002;03;006;0007;00001;0000886;00001;744;15;01;31;;5;;;5;2;3; 1; 5; 3; 1;0;1376;1376;0;0;0;0;0;0;0;0;0;0;0;0;0;1376;0;1234.1;1234.1;1234.1;1234.1;0;0
2021;301280;000;031;0022;9001;3999999;5000002;03;006;0007;00001;0000886;00001;744;15;01;31;;5;;;5;2;3; 1; 5; 1; 2;0;1050;1050;0;0;0;0;0;0;0;0;0;0;0;0;0;1050;0;709;709;709;709;0;0
2021;301280;000;031;0022;9001;3999999;5000002;03;006;0007;00001;0000886;00001;744;15;01;31;;5;;;5;2;3; 2; 7;11;99;0;28095;28095;0;0;0;0;0;0;0;0;0;0;0;0;0;28095;0;25094.67;25094.67;25094.67;25094.67;0;0
2021;301280;000;031;0022;9001;3999999;5000002;03;006;0007;00001;0000886;00001;744;15;01;31;;5;;;5;2;3; 1; 5; 4; 1;0;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;29.9;29.9;29.9;29.9;0;0
2021;301280;000;031;0022;9001;3999999;5000002;03;006;0007;00001;0000886;00001;744;15;01;31;;5;;;5;2;3; 2; 1; 2;99;0;291;291;0;0;0;0;0;0;0;0;0;0;0;0;0;291;0;208;208;208;208;0;0
2021;301280;000;031;0022;9001;3999999;5000002;03;006;0007;00001;0000886;00001;744;15;01;31;;5;;;5;2;3; 2; 7;11; 6;0;560;560;0;0;0;0;0;0;0;0;0;0;0;0;0;560;0;504;504;504;504;0;0
2021;301280;000;031;0022;9001;3999999;5000002;03;006;0007;00001;0000886;00001;744;15;01;31;;5;;;5;2;3; 2; 9; 1; 1;0;60000;60000;0;0;0;0;0;0;0;0;0;0;0;0;0;60000;0;60000;60000;60000;60000;0;0
2021;301280;000;031;0022;9001;3999999;5000002;03;006;0007;00001;0000886;00001;744;15;01;31;;5;;;5;2;3; 2; 8; 1; 5;0;29042;29042;0;0;0;0;0;0;0;0;0;0;0;0;0;29042;0;29041.67;29041.67;29041.67;29041.67;0;0
2021;301280;000;031;0022;9001;3999999;5000002;03;006;0007;00001;0000886;00001;744;15;01;31;;5;;;5;2;3; 2; 8; 1; 4;5400;0;5400;0;0;0;0;0;0;0;0;0;0;0;0;0;5400;0;4800;4800;4800;4519.76;0;0
2021;301280;000;031;0023;9001;3999999;5000002;03;006;0007;00002;0001109;00001;702;15;01;31;;5;;;5;2;1; 3; 1; 1; 5;11466;-304;11162;0;0;0;0;0;0;0;0;0;0;0;0;0;11162;0;9828;9828;9828;9009;0;0
2021;301280;000;031;0023;9001;3999999;5000002;03;006;0007;00002;0001109;00001;702;15;01;31;;5;;;5;2;3; 1;99; 1;99;73968;-72997;971;0;0;0;0;0;0;0;0;0;0;0;0;0;971;0;931;948;931;760.6;0;0
2021;301280;000;031;0023;9001;3999999;5000002;03;006;0007;00002;0001109;00001;702;15;01;31;;5;;;5;2;3; 2; 8; 1; 4;4200;-36;4164;0;0;0;0;0;0;0;0;0;0;0;0;0;4164;0;4163.37;4163.37;4163.37;4163.37;0;0
2021;301280;000;031;0023;9001;3999999;5000002;03;006;0007;00002;0001109;00001;702;15;01;31;;5;;;5;2;3; 1; 1; 1; 1;0;6889;6889;0;0;0;0;0;0;0;0;0;0;0;0;0;6889;0;4962.22;4991.6;4962.22;4503.32;0;0
2021;301280;000;031;0023;9001;3999999;5000002;03;006;0007;00002;0001109;00001;702;15;01;31;;5;;;5;2;3; 1; 2; 1; 1;0;716;716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
